product_id,mrp,ram,inbuilt_storage,weight,battery_power,battery_type,form_factor,length,width,height,os_name,os_version,phone_warranty (months),camera_count,cam_has_AI,cam_has_OIS,cam_has_Zoom,cam_has_HDR,cam_has_Macro,cam_has_Portrait,main_camera_MP,is_success
B09ZBF5Y4J,13999,4,64,195,5000,0,0,18.4,9.8,0.65,0,12,12,2,0,0,0,0,0,0,12,TRUE
B0BBFJLP21,12999,4,4,200,5000,1,0,16.4,7.6,0.9,3,13,12,2,0,0,0,0,0,0,12,TRUE
B0BNC7C9W4,9869,4,64,203,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B07WGPKNGT,27999,8,128,193,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,64,TRUE
B0B3CPQ5PF,28999,8,128,190,4500,1,0,15.9,7.3,0.8,4,60,12,2,0,0,0,0,0,0,12,TRUE
B07WHSR1NR,13999,6,128,194,5000,0,0,16.4,7.6,0.8,1,12,12,2,1,1,1,1,1,1,50,TRUE
B082DSTWZ1,24999,8,256,192,5000,1,0,16.6,7.6,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BBN3WF7V,5699,2,32,192,5000,1,0,16.5,7.7,0.9,6,11,12,2,0,0,0,0,0,0,12,TRUE
B0BY8JZ22K,19999,8,128,195,5000,1,7,16.6,7.6,0.8,4,60,12,2,0,0,0,0,0,0,12,TRUE
B0C14MRRVN,14999,8,256,193,5000,1,8,16.4,7.5,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BW5SL3V1,6299,2,64,179,3000,0,8,16.1,7.4,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B07WFPMQB1,18999,6,128,173,4500,0,0,15.9,7.4,0.8,1,13,12,4,0,0,0,0,0,0,64,TRUE
B0BSNNWX8R,44999,16,256,205,5000,1,7,16.3,7.4,0.9,4,13,12,2,0,0,0,0,0,0,12,TRUE
B0BS193NXQ,22999,6,128,197,5000,0,0,16.5,7.7,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B09ZBFD6TJ,21999,6,128,181,5000,0,0,17.5,9.1,0.69,0,12,12,2,0,0,0,0,0,0,12,TRUE
B09LHX1YFX,18999,8,128,195,5000,1,5,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,TRUE
B082F2T5PQ,18999,8,128,188,5000,1,0,16,7.3,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BTLJM8MS,7299,3,64,190,5000,1,8,16.4,7.6,0.9,0,12,12,4,1,1,1,1,1,1,12,FALSE
B085J1QWFV,23499,6,128,196,4520,1,0,16.37,7.68,0.78,3,12.5,12,5,1,1,1,1,1,1,12,TRUE
B09G38DT4B,26999,6,128,158,4250,1,4,16.1,7.6,0.7,3,12.5,12,5,1,1,1,1,1,1,64,TRUE
B0BS3RBVSL,27300,8,256,530,5000,1,7,17.7,9,0.68,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BX9YZNNM,25450,8,128,520,5000,0,7,17.6,8.9,0.67,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BS3S3QXP,23849,6,128,500,5000,1,7,16.1,8.9,0.67,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BX4GMDTG,29490,8,256,680,5000,1,7,18.8,8.8,0.76,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BZWBSNJN,20999,8,256,188,5000,1,0,16.6,7.6,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B0BTW4LZ4Y,29750,8,256,728,5000,0,7,16.49,1.524,1.016,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BRVFZSGV,23989,6,128,520,5000,1,7,17.4,9,0.67,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BXB1ZSXF,25470,8,128,520,5000,0,7,17.6,9,0.67,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BS3RGK3Q,26890,8,256,530,5000,0,7,17.4,9,0.67,0,12,0,2,0,0,0,0,0,0,12,FALSE
B09FKDH6FS,6499,2,32,182,5000,0,7,16.41,7.56,0.85,0,11,12,2,1,1,1,1,1,1,5,TRUE
B0BPGSCPV5,11999,4,64,192,5000,0,0,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BS162BQ3,16499,4,64,202,5000,0,0,16.8,7.8,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B08VB57558,34999,8,128,190,4500,0,5,15.98,7.45,0.84,0,11,12,5,1,1,1,1,1,1,12,TRUE
B086KCCPBR,30990,8,128,190,4500,0,8,16,7.5,0.8,0,10,12,2,0,0,0,0,0,0,5,FALSE
B07KXBMFBY,29499,6,128,150,3100,0,8,14.2,7,0.8,0,9,12,2,0,0,0,0,0,0,12,FALSE
B09XJ36Q27,27999,8,128,176,5000,0,5,16.5,7.7,0.7,0,12,12,6,0,0,0,0,0,0,108,TRUE
B09WRMNJ9G,34999,8,128,190,5000,1,7,16.3,7.6,0.8,4,12.1,12,2,0,0,0,0,0,0,12,TRUE
B07KXBVLRW,39490,8,128,175,4100,0,8,15.8,7.4,0.8,0,9,12,2,0,0,0,0,0,0,16,TRUE
B07PQ7DLVP,55890,12,256,196,4300,0,8,16.2,7.7,0.8,0,9,12,2,0,0,0,0,0,0,10,FALSE
B07CSDCJG8,26999,4,64,163,3000,0,8,14.8,6.9,0.9,0,8,12,2,0,0,0,0,0,0,12,FALSE
B07KXCH2FP,31990,8,128,157,3400,0,8,15,7,0.8,0,9,12,2,0,0,0,0,0,0,16,FALSE
B0844592J8,38999,8,128,163,4000,0,8,15.2,6.9,0.8,0,12,12,2,0,0,0,0,0,0,10,FALSE
B0C1ZJG98Z,35900,8,128,310,12,1,6,18,7,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BYNBW9N4,34999,8,128,177,4500,0,7,15.57,1.55,0.745,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0C24CWJ2K,35999,8,128,310,10,1,6,15,7,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0B4S3283N,41999,8,128,181,5000,0,0,16.4,7.6,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B08LRDK2XD,44999,8,128,202,4800,0,5,16.1,7.6,0.8,0,10,12,2,0,0,0,0,0,0,12,FALSE
B0BXD5ZZQ5,30999,8,128,198,5000,0,0,16.1,7.8,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B07CTH4JD4,34999,6,64,189,3500,0,8,15.8,7.4,0.9,0,8,12,2,0,0,0,0,0,0,8,FALSE
B07WDKLDRX,24999,8,128,190,4700,0,0,16.3,7.6,0.9,1,12,12,2,0,0,0,0,0,0,64,TRUE
B07WHSJXLF,24999,8,128,180,4700,0,0,16,7.4,0.8,1,12,12,5,0,0,0,0,0,0,64,TRUE
B0BQ3MT8P2,18999,6,128,188,5000,1,0,16.6,7.6,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B07WHQRCZD,30990,8,128,196,4500,0,0,16.3,7.6,0.8,1,12,12,5,1,1,1,1,1,1,48,TRUE
B08697MJFD,39990,8,128,210,4000,0,0,16.2,7.6,0.9,1,11.1,12,5,1,1,1,1,1,1,48,TRUE
B07WFPLSVX,44999,8,128,207,4700,0,0,16.5,7.7,0.8,1,12,12,2,0,0,0,0,0,0,50,FALSE
B07WHQLR7G,54999,8,256,205,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,12,FALSE
B0B3CQBRB4,28998,8,128,190,4500,1,0,15.9,7.3,0.8,4,12.1,12,2,0,0,0,0,0,0,50,TRUE
B0BSNQ2KXF,39999,8,128,205,5000,1,7,16.3,7.4,0.9,4,13,12,2,0,0,0,0,0,0,12,TRUE
B07WJW747N,12999,4,128,183,5000,0,0,16.4,7.6,0.8,1,12,12,2,0,0,0,0,0,0,12,FALSE
B0BX9DZB46,8999,6,128,203,5000,1,2,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BG1PYJR4,11499,4,64,193,5000,0,0,16.4,7.6,0.8,0,11,12,2,0,0,0,0,0,0,12,TRUE
B09FKB3446,7999,4,64,195,5000,0,7,16.5,7.6,0.9,0,11,12,2,1,1,1,1,1,1,5,TRUE
B0BQ3PJJDQ,16999,4,128,188,5000,1,0,16.6,7.6,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B0BMQS9NVT,12499,4,64,189,5000,1,0,16.4,7.6,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B09XB8WTXN,44999,8,256,205,4600,1,5,16.4,7.5,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B0BVMP4NGL,79999,12,256,229,4820,1,0,16.3,7.5,0.8,3,14,12,2,0,0,0,0,0,0,12,FALSE
B0BXCZNH3B,40999,8,256,202,5000,0,0,15.8,7.7,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B09WR4JRTG,27990,6,128,186,5000,0,0,16,7.4,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BXD5H8GR,32999,8,256,198,5000,0,0,16.1,7.8,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B07WFPL2FW,25999,8,8,181,4500,0,0,15.9,7.4,0.8,1,12,12,2,0,0,0,0,0,0,12,FALSE
B0BS15YYGC,20999,8,128,202,5000,0,0,16.8,7.8,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B09GFM8CGS,6499,2,32,194,5000,1,0,16.5,7.7,0.9,3,12,12,2,1,1,1,1,1,1,13,TRUE
B0BGPBZ3CD,13499,4,64,195,5000,0,0,16.5,7.7,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B09WQY65HN,18990,6,128,195,5000,1,7,16.4,7.6,0.9,4,12.1,12,2,0,0,0,0,0,0,12,TRUE
B07WGPLN76,19999,8,128,173,4500,0,0,15.9,7.4,0.8,1,13,12,4,0,0,0,0,0,0,64,TRUE
B0BZCSMP95,14990,4,128,206,6000,0,0,16.7,7.7,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0C1Z8WTS6,35399,8,128,310,10,1,6,18,7,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BQJM2PXW,61999,16,256,205,5000,1,7,16.3,7.5,0.9,4,60,12,2,0,0,0,0,0,0,12,TRUE
B07WGP3P6C,59999,16,256,205,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,12,FALSE
B07WGNYCPN,37990,12,12,200,4350,0,0,15.9,7.5,0.9,1,12,12,2,1,1,1,1,1,1,48,TRUE
B07WHR5ZG7,31999,12,256,193,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,64,TRUE
B0BSXL3K5K,23990,6,128,530,5000,0,7,17.53,8.38,0.686,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BXD3F6PC,38999,8,128,202,5000,0,0,15.8,7.7,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BZCG8FNL,88888,12,256,299,5000,1,8,15.9,14,0.7,0,13,12,4,1,1,1,1,1,1,50,FALSE
B0B8S83HCH,164999,12,512,263,4400,0,2,15.5,13,0.6,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BT9G7RYH,134999,12,512,233,5000,0,0,16.5,7.5,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B09XDR98J4,102999,12,256,228,5000,0,0,16.3,7.8,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0B8SP358P,94999,8,256,187,3700,0,1,16.5,7.2,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B084456GJB,43999,8,256,183,3300,0,8,16.7,7.4,0.7,0,10,12,4,1,1,1,1,1,1,12,FALSE
B0BD3V985M,15499,6,128,196,6000,0,0,15.9,7.4,0.9,0,12,12,6,1,1,1,1,1,1,12,TRUE
B0B4F5L738,13999,6,128,195,5000,0,5,16.5,7.7,0.9,0,12,12,2,0,0,0,0,0,0,12,TRUE
B09MKPX6RQ,8299,4,64,192,5000,1,8,16.5,7.6,0.9,2,7.6,12,6,1,1,1,1,1,1,50,TRUE
B0BWSFX131,7999,4,64,190,5000,1,8,16.4,7.6,0.9,0,12,12,4,1,1,1,1,1,1,13,FALSE
B0BXLQP2SH,7899,4,64,207,6000,1,0,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0C2ZC7ZQM,5999,4,64,300,4000,0,7,15.9,7.7,0.9,0,10,12,2,0,0,0,0,0,0,12,FALSE
B0BGXG4B8S,9249,4,64,189,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BZD6MNPF,4999,3,32,280,3000,0,7,14.5,5.5,0.9,0,8.1,12,2,0,0,0,0,0,0,12,FALSE
B0BZYGSPH6,2790,1,8,142,2000,0,2,16,8.4,0.46,0,8.1,1,2,0,0,0,0,0,0,12,FALSE
B0BZSLM45M,4490,3,32,500,3500,0,7,25,15,1,0,5.1,12,2,0,0,0,0,0,0,12,FALSE
B0C14NTHNQ,12499,4,64,202,5000,1,8,16.44,7.55,0.84,0,13,12,4,1,1,1,1,1,1,50,FALSE
B0BX9YM275,11999,8,128,213,6000,1,8,17.1,7.8,0.9,2,12,12,4,1,1,1,1,1,1,50,FALSE
B09MWCWRMP,8399,4,64,196,5000,1,8,16.9,7.7,0.9,2,7.6,12,2,0,0,0,0,0,0,12,TRUE
B0BX921LK5,7999,4,64,400,5000,0,3,18.6,9.7,0.51,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0B8HJVLBK,8299,3,64,390,5000,1,7,17.26,7.77,0.87,0,12,0,2,0,0,0,0,0,0,12,FALSE
B0BXLPTD1Z,5999,2,64,207,6000,1,0,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B09QS8V5N8,12999,4,64,179,5000,1,0,16,7.4,0.8,3,13,12,6,1,1,1,1,1,1,50,TRUE
B0BBH16VNN,11999,6,128,201,5000,1,0,16.4,7.6,0.9,3,13,12,2,0,0,0,0,0,0,12,FALSE
B0BYN1GM6V,10799,6,128,192,5000,1,0,16.9,7.6,0.9,3,13,12,2,0,0,0,0,0,0,12,FALSE
B0BCJQ2ZM2,17999,8,128,204,5000,1,8,16.7,7.5,0.9,2,8.6,12,5,1,1,1,1,1,1,64,FALSE
B0BG4SDFSH,15499,4,128,216,6000,1,8,17.1,7.8,0.9,2,8.6,12,4,1,1,1,1,1,1,50,FALSE
B0BMGC6LHP,9499,4,128,188,5000,0,0,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,TRUE
B07WDKLDRX,24999,8,128,190,4700,0,0,16.3,7.6,0.9,1,12,12,2,0,0,0,0,0,0,64,TRUE
B0B4F2XCK3,12999,6,128,207,6000,0,5,16.5,7.7,0.9,0,12,12,5,0,0,0,0,0,0,50,TRUE
B07WGPKNGT,27999,8,128,193,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,64,TRUE
B07WHSR1NR,13999,6,128,194,5000,0,0,16.4,7.6,0.8,1,12,12,2,1,1,1,1,1,1,50,TRUE
B0BZ479WZD,10999,4,64,190,5000,0,7,16.6,7.6,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BBH1X5K4,9999,4,4,201,5000,1,0,16.4,7.6,0.9,3,13,12,2,0,0,0,0,0,0,12,FALSE
B0BZWCJDRB,20999,8,8,188,5000,1,0,16.6,7.6,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B0BZ48H8JX,12999,6,128,190,5000,0,7,16.6,7.6,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B09ZBF5Y4J,13999,4,64,195,5000,0,0,18.4,9.8,0.65,0,12,12,2,0,0,0,0,0,0,12,TRUE
B082FY6S2Y,17999,8,128,190,5000,1,0,16.4,7.5,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BD5J36FC,21999,8,128,175,4500,1,0,16,7.3,0.7,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BMGB2TPR,8499,4,64,188,5000,0,0,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,TRUE
B0BBM7L888,7999,4,64,182,5000,0,7,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,TRUE
B0C14P16QR,12499,4,4,202,5000,1,8,16.44,7.55,0.84,0,13,12,4,1,1,1,1,1,1,50,FALSE
B0948NNY3W,14999,6,64,179,5000,1,0,16,7.5,0.8,0,11,12,6,1,1,1,1,1,1,12,TRUE
B09RN24CY6,12999,6,128,194,5000,0,7,16.5,7.6,0.9,0,11,12,2,0,0,0,0,0,0,50,TRUE
B0BG1NWLY3,12499,4,128,193,5000,0,0,16.4,7.6,0.8,0,11,12,2,0,0,0,0,0,0,12,TRUE
B07WHSJXLF,24999,8,128,180,4700,0,0,16,7.4,0.8,1,12,12,5,0,0,0,0,0,0,64,TRUE
B09ZBG7J7F,21999,6,128,181,5000,0,0,17.5,9.1,0.69,0,12,12,2,0,0,0,0,0,0,12,TRUE
B09FKDH6FS,6499,2,32,182,5000,0,7,16.41,7.56,0.85,0,11,12,2,1,1,1,1,1,1,5,TRUE
B07WFPMQB1,18999,6,128,173,4500,0,0,15.9,7.4,0.8,1,13,12,4,0,0,0,0,0,0,64,TRUE
B089MS8NVX,24999,8,128,214,5000,1,8,16.6,7.7,0.9,0,11,12,5,1,1,1,1,1,1,64,FALSE
B085J168WR,33499,8,128,196,4520,1,0,16.37,7.64,0.78,3,12,12,5,1,1,1,1,1,1,12,TRUE
B09XB8RRMV,48999,12,256,205,4600,1,5,16.4,7.5,0.8,3,13,12,2,0,0,0,0,0,0,12,TRUE
B07WHRZ7XX,54999,8,256,208,5000,0,0,16.5,7.7,0.8,1,13,12,2,1,1,1,1,1,1,12,FALSE
B07WHQRCZD,30990,8,128,196,4500,0,0,16.3,7.6,0.8,1,12,12,5,1,1,1,1,1,1,48,TRUE
B07WJVZZVY,44990,8,256,210,4700,0,0,16.5,7.7,0.8,1,12,12,2,1,1,1,1,1,1,50,FALSE
B07WFPLSVX,44999,8,128,207,4700,0,0,16.5,7.7,0.8,1,12,12,2,0,0,0,0,0,0,50,FALSE
B08697MJFD,39990,8,128,210,4000,0,0,16.2,7.6,0.9,1,11.1,12,5,1,1,1,1,1,1,48,TRUE
B09QD2G88N,24390,8,128,207,5160,1,0,16.5,7.6,0.8,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BY8PYVS6,74998,8,128,168,3900,0,0,14.6,7.1,0.8,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BWYJWRZW,5999,2,32,192,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BZSLM45M,4490,3,32,500,3500,0,7,25,15,1,0,5.1,12,2,0,0,0,0,0,0,12,FALSE
B082G1K9C4,13999,4,64,187,5000,1,0,16.4,7.5,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B082GNFH6Q,15998,4,64,187,5000,1,0,16.4,7.5,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B07WGPLN76,19999,8,128,173,4500,0,0,15.9,7.4,0.8,1,13,12,4,0,0,0,0,0,0,64,TRUE
B0BQJLCQD3,56999,8,128,205,5000,1,7,16.3,7.5,0.9,4,13,12,2,0,0,0,0,0,0,12,TRUE
B0C1ZJG98Z,35144,8,128,310,12,1,6,18,7,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B08LRCMWLL,45999,8,128,202,4800,0,5,16.1,7.6,0.8,0,10,12,5,1,1,1,1,1,1,12,FALSE
B0C24CWJ2K,35999,8,128,310,10,1,6,15,7,0.7,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BNBSYQCF,11499,4,128,188,5000,0,0,16.4,8.4,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BMGG6NKT,9499,4,128,188,5000,0,0,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,TRUE
B0B82F3M2N,29890,8,128,540,4500,1,0,18.6,9.8,0.66,0,12,12,2,0,0,0,0,0,0,12,FALSE
B08LRGD1T1,33899,8,128,173,4350,1,0,16,7.3,0.8,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0C1SXGSH4,7718,4,64,192,5000,1,0,16.49,7.68,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BX9WNP7W,10419,6,128,192,5000,1,0,16.88,7.65,0.87,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0C1SG2JRF,7715,4,64,192,5000,1,0,16.49,7.68,0.9,0,13,12,2,0,0,0,0,0,0,12,FALSE
B0BTY89TTG,6260,2,32,192,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BJK5C7ZW,9900,4,64,460,5000,1,7,20,8.6,0.6,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0B6RR8GZQ,12999,6,64,460,5000,1,7,15.98,7.38,0.81,0,11,0,2,0,0,0,0,0,0,12,FALSE
B0B79DFCMM,8499,4,64,199,5000,1,8,16.5,7.6,0.9,2,7.6,12,11,1,0,1,1,0,1,50,FALSE
B0BBMGZ5T4,6899,3,32,182,5000,0,7,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,TRUE
B0BS18YNRJ,24999,8,128,197,5000,0,0,16.5,7.7,0.8,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BRT63FJN,14499,4,128,195,5000,0,0,16.5,7.7,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BPGWQWX4,12999,4,128,192,5000,0,0,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B08S3ND3CV,6690,2,32,190,5000,1,0,16.5,7.6,0.9,0,10,12,4,1,1,1,1,1,1,13,FALSE
B0BJ2WR9RF,9499,3,32,191,5000,1,2,16.4,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BNBZRRJM,8998,3,32,210,4000,0,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B0BTLHJXXK,6499,2,64,190,5000,1,8,16.4,7.6,0.9,0,12,12,4,1,1,1,1,1,1,12,FALSE
B09FLYW7FG,5199,2,16,157,3000,0,0,14.8,7.2,0.9,0,11,12,2,1,1,1,1,1,1,5,TRUE
B09QCNZCMX,5999,2,16,350,3500,0,6,15.8,8.2,0.54,0,10,0,2,0,0,0,0,0,0,12,FALSE
B0BNC2CVB1,8699,3,64,202,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B09S3Y2R72,6999,2,32,192,5000,1,2,16.5,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BVBHB193,7999,4,64,204,5000,0,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B07X97GXJJ,3999,1,8,250,1600,0,7,8,7,0.6,0,7,0,2,0,0,0,0,0,0,12,FALSE
B09JG89LHZ,6490,3,32,192,5000,1,0,16.5,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B09HGQPQSY,6185,2,32,190,5000,1,0,16.6,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BMLWNR5B,9299,4,64,203,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B01HMJGB36,5099,3,64,490,2500,0,7,17.6,1.7,3.6,0,5.1,0,2,0,0,0,0,0,0,12,FALSE
B01MDQAYH2,4999,3,32,153,3200,0,8,15.6,7.8,0.8,0,6.1,12,2,0,0,0,0,0,0,8,FALSE
B083Y3F4F7,4190,1,16,153,3020,0,8,14.5,7.2,1,0,9,12,2,0,0,0,0,0,0,2,FALSE
B09S3W77PT,5199,2,32,187,3100,0,2,14.7,7.3,1,0,11,12,2,0,0,0,0,0,0,12,FALSE
B09S3X9VXX,7048,2,32,192,5000,1,2,16.5,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BZD81WDN,5199,3,32,280,3000,0,7,14.5,5.5,0.9,0,8.1,12,2,0,0,0,0,0,0,12,FALSE
B09JW2KPRM,15990,8,128,204,5000,0,0,16.9,7.7,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0BMLWPL9V,8599,4,64,203,5000,1,0,16.5,7.6,0.9,0,12,12,2,0,0,0,0,0,0,12,FALSE
B08RDMBPDK,7998,4,64,188,5000,0,0,16.5,7.6,0.9,0,10,12,2,0,0,0,0,0,0,12,FALSE
B09RV5YBJW,6999,4,64,90,5000,0,0,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B091J15RHZ,10899,4,128,200,22,0,0,7.7,9,1.65,0,10,12,2,0,0,0,0,0,0,12,FALSE
B08RWNQJVL,9449,4,64,200,22,0,0,7.7,9,1.65,0,10,12,6,0,0,0,0,0,0,12,FALSE
B09RV75JJM,7999,6,64,90,5000,0,0,16.4,7.6,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0B1QH8RMV,5999,3,32,198,5000,0,0,16.4,7.6,0.9,0,11,12,2,1,0,0,0,0,1,8,FALSE
B0B611GZ65,11299,4,64,191,5050,1,0,16.5,7.5,0.9,0,11,12,2,0,0,0,0,0,0,12,FALSE
B0986MQRFB,11488,4,64,196,5050,0,0,16.5,7.6,0.9,0,11,12,6,0,0,0,0,0,0,48,TRUE
B09Y99VSSJ,13290,6,128,191,5050,1,0,16.5,7.5,0.8,0,11,12,2,0,0,0,0,0,0,12,TRUE
B07WGP3P6C,59999,16,256,205,5000,0,0,16.5,7.7,0.9,1,13,12,2,1,1,1,1,1,1,12,FALSE
